EmployeeID,FirstName,LastName,DateOfBirth,Gender,DepartmentCode,JobTitle,AnnualSalary,HireDate,TerminationDate,EmploymentStatus,TermReason,EmployeeSatisfaction,PerformanceRating,Site
200991,Fadime,Heß,20/12/1992,F,OPS,Logistics Coordinator,70000,06/06/2015,,Active,,2,3,Berlin
200992,Tracy,Adams,07/08/1976,F,MGMT,VP Operations,95000,06/06/2015,26/03/2024,Terminated,Resignation,3,4,Paris
200993,Zoé,Vincent,12/04/1989,M,RD,Research Scientist,96000,04/07/2015,,Active,,3,4,Paris
200994,Gian,Ricolfi,31/03/1982,F,SALES,Regional Director,69000,06/07/2015,19/01/2022,Terminated,Resignation,4,3,Milan
200995,Luciano,Borrani,01/09/1978,M,IT,Network Engineer,73000,11/07/2015,27/04/2018,Terminated,Layoff,3,3,Milan
200996,Margret,Scheuermann,28/12/1997,F,OPS,Supply Chain Specialist,53000,22/06/2015,28/07/2022,Terminated,Resignation,3,4,Berlin
200997,Franck,Morin,13/01/1993,F,MGMT,Country Manager,104000,10/07/2015,04/09/2020,Terminated,Resignation,4,3,Paris
200998,Philippine,Reynaud,27/10/2000,M,RD,Senior Engineer,77000,14/07/2015,22/10/2020,Terminated,Layoff,3,3,Paris
200999,Alphons,Loredan,20/02/1978,M,SALES,Business Developer,91000,26/07/2015,10/06/2020,Terminated,Layoff,3,3,Milan
201000,Pomponio,Mercalli,10/04/1980,M,IT,Cloud Engineer,57000,19/07/2015,,Active,,4,4,Milan
201001,Tamara,Hermighausen,07/10/1979,M,OPS,Supply Chain Specialist,40000,28/07/2015,29/04/2025,Terminated,Retirement,3,4,Berlin
201002,Théodore,Renaud,22/02/1992,F,RD,ML Engineer,136000,16/09/2015,11/04/2022,Terminated,Resignation,3,4,Paris
201003,Tina,Maccanelli,29/10/2000,M,SALES,Regional Director,60000,04/09/2015,,Active,,2,4,Milan
201004,Lazzaro,Bacosi,24/12/1985,F,IT,DevOps Engineer,67000,01/09/2015,,Active,,4,4,Milan
201005,Evangelia,Gertz,01/10/1994,M,OPS,Operations Analyst,52000,08/08/2015,01/02/2024,Terminated,Resignation,4,5,Berlin
201006,Yves,Leblanc,10/06/1972,M,MGMT,CTO,92000,12/09/2015,,Active,,3,4,Paris
201007,Babette,Staude,16/01/1975,M,RD,ML Engineer,76000,29/09/2015,13/07/2021,Terminated,Layoff,4,1,Paris
201008,Liberto,Liguori,09/06/1977,M,SALES,Sales Representative,60000,10/09/2015,,Active,,3,4,Milan
201009,Micheletto,Briccialdi,27/12/1993,M,IT,IT Manager,53000,28/09/2015,12/04/2020,Terminated,Layoff,3,3,Milan
201010,Diethard,Bohnbach,30/04/1979,F,OPS,Production Supervisor,36000,30/09/2015,,Active,,3,4,Berlin
201011,Richard,Vasseur,23/06/1975,M,MGMT,Department Director,108000,01/10/2015,01/06/2017,Terminated,Resignation,4,3,Paris
201012,Chantal,Lévy,26/08/1971,F,RD,Data Scientist,120000,08/10/2015,03/02/2022,Terminated,Resignation,4,3,Paris
201013,Gaspare,Antonioni,12/06/1999,M,SALES,Sales Manager,92000,15/11/2015,,Active,,3,4,Milan
201014,Stefano,Tassoni,11/01/1988,M,IT,Systems Administrator,82000,12/10/2015,01/06/2020,Terminated,Other,1,4,Milan
201015,Baptist,Rogner,08/06/2000,M,OPS,Operations Manager,69000,15/11/2015,,Active,,2,3,Berlin
201016,Simone,Colin,16/04/1992,M,MGMT,General Manager,76000,15/10/2015,,Active,,2,3,Paris
201017,Xavier,Dumont,01/09/1987,M,RD,Research Scientist,78000,24/11/2015,,Active,,3,5,Paris
201018,Philippine,Courtois,07/06/1973,M,RD,Lead Engineer,97000,20/11/2015,,Active,,4,2,Paris
201019,Mary,Garcia,16/10/2000,M,SALES,Senior Account Manager,78000,17/12/2015,25/10/2020,Terminated,Resignation,4,4,Milan
201020,Christy,Phillips,15/06/1995,F,IT,DevOps Engineer,84000,17/11/2015,07/11/2017,Terminated,Layoff,4,5,Milan
201021,Janet,Kraushaar,14/11/1975,M,OPS,Process Engineer,36000,05/12/2015,20/10/2016,Terminated,Other,4,3,Berlin
201022,Alexandrie,Benard,06/10/1974,M,MGMT,CTO,125000,24/11/2015,04/03/2016,Terminated,Layoff,3,4,Paris
201023,Julie,Bonnet,22/04/1992,F,RD,Senior Engineer,115000,30/12/2015,,Active,,3,3,Paris
201024,Salvi,Castelli,29/04/1974,M,SALES,Senior Account Manager,98940,23/01/2016,19/05/2019,Terminated,Retirement,3,4,Milan
201025,Angelika,Trüb,04/02/1999,F,OPS,Operations Manager,63240,14/01/2016,01/06/2019,Terminated,Resignation,4,4,Berlin
201026,Hugues,Humbert,15/04/1976,F,HR,HR Director,34000,02/12/2015,18/01/2023,Terminated,Retirement,3,5,Paris
201027,Grégoire,Briand,27/06/1985,F,MGMT,General Manager,124000,24/12/2015,12/09/2018,Terminated,Layoff,4,5,Paris
201028,Alex,Antoine,15/04/1999,M,RD,Data Scientist,107100,17/01/2016,,Active,,1,1,Paris
201029,Claas,Gieß,17/01/1997,F,SALES,Senior Account Manager,75480,25/01/2016,,Active,,4,5,Milan
201030,Graziella,Mozart,06/05/1990,F,IT,IT Technician,94860,27/01/2016,25/02/2021,Terminated,Layoff,4,3,Milan
201031,Julien,Fournier,13/09/1977,F,OPS,Process Engineer,51000,19/01/2016,07/02/2016,Terminated,Other,2,3,Berlin
201032,Sophie,Mary,26/04/1975,M,MGMT,Department Director,85680,17/01/2016,04/04/2018,Terminated,Layoff,3,4,Paris
201033,Françoise,Perrin,17/05/1998,F,RD,Software Engineer,128520,15/02/2016,,Active,,4,4,Paris
201034,Stefania,Pavanello,10/12/1993,F,SALES,Sales Manager,89760,27/03/2016,23/04/2016,Terminated,Resignation,3,3,Milan
201035,Melina,Binaghi,07/08/1973,F,IT,IT Technician,93840,19/03/2016,28/05/2018,Terminated,Resignation,3,4,Milan
201036,Véronique,Salmon,02/07/1998,F,MGMT,Department Director,122400,15/02/2016,,Active,,2,4,Paris
201037,Susan,Gaudin,03/08/1980,M,RD,Research Scientist,73440,06/03/2016,21/11/2017,Terminated,Resignation,2,2,Paris
201038,Joshua,Chavez,24/06/1992,M,IT,Systems Administrator,49980,20/03/2016,,Active,,3,2,Milan
201039,Jessica,Nerger,09/10/1991,M,OPS,Production Supervisor,60180,10/03/2016,,Active,,4,3,Berlin
201040,Jaime,Vargas,04/06/1993,M,MGMT,General Manager,89760,20/03/2016,15/10/2023,Terminated,Retirement,3,4,Paris
201041,Jeanne,Mace,23/07/1993,M,RD,Senior Engineer,104040,05/04/2016,11/07/2018,Terminated,Layoff,4,4,Paris
201042,Vanessa,Paolucci,19/04/1977,F,SALES,Senior Account Manager,85680,03/05/2016,,Active,,4,4,Milan
201043,Romana,Mastroianni,11/09/1998,M,IT,DevOps Engineer,83640,08/05/2016,14/03/2018,Terminated,Resignation,3,4,Milan
201044,Hanspeter,Riehl,12/01/1985,F,OPS,Logistics Coordinator,63240,15/04/2016,30/05/2021,Terminated,Resignation,3,3,Berlin
201045,Audrey,Dufour,18/12/1975,M,MGMT,Executive Director,121380,01/05/2016,29/10/2021,Terminated,Resignation,4,3,Paris
201046,Simone,Faivre,13/04/2000,M,RD,Data Scientist,88740,22/05/2016,,Active,,2,4,Paris
201047,Martine,Lecomte,27/12/1973,M,RD,Data Scientist,114240,09/05/2016,,Active,,3,5,Paris
201048,Gilberto,Vivaldi,29/05/1982,M,SALES,Sales Representative,98940,06/06/2016,22/06/2018,Terminated,Resignation,4,4,Milan
201049,Chad,Smith,03/03/1981,F,IT,Security Analyst,95880,26/05/2016,06/09/2019,Terminated,Resignation,4,3,Milan
201050,Caterina,Wilmsen,12/01/1991,F,OPS,Operations Manager,60180,05/06/2016,05/08/2017,Terminated,Resignation,1,4,Berlin
201051,Jeanne,Vaillant,17/10/1975,M,MGMT,CTO,98940,13/06/2016,31/12/2021,Terminated,Resignation,3,3,Paris
201052,Dominique,Brun,07/09/1980,M,RD,Software Engineer,110160,25/06/2016,16/04/2020,Terminated,Resignation,3,4,Paris
201053,Isa,Curci,29/11/1994,F,SALES,Business Developer,98940,07/07/2016,,Active,,3,4,Milan
201054,Beatrice,Galtarossa,27/06/1978,M,IT,Network Engineer,82620,13/07/2016,22/07/2022,Terminated,Layoff,4,2,Milan
201055,Jenny,Junitz,29/09/1997,M,OPS,Supply Chain Specialist,34680,11/07/2016,04/04/2020,Terminated,Resignation,4,4,Berlin
201056,Gilles,Maréchal,07/01/1971,M,HR,HR Director,49980,11/06/2016,07/08/2018,Terminated,Retirement,3,3,Paris
201057,Gérard,Bègue,08/12/1975,F,RD,R&D Manager,91800,19/07/2016,,Active,,3,4,Paris
201058,Alberico,Peranda,28/08/1993,M,SALES,Sales Representative,65280,02/08/2016,,Active,,3,4,Milan
201059,Teresa,Spanevello,12/03/1974,M,IT,DevOps Engineer,59160,11/08/2016,,Active,,3,5,Milan
201060,Marten,Möchlichen,26/04/1975,M,OPS,Operations Analyst,42840,31/07/2016,10/05/2022,Terminated,Resignation,2,2,Berlin
201061,Amico,Ricolfi,09/01/1997,F,HR,HR Assistant,57120,11/08/2016,24/09/2021,Terminated,Layoff,3,3,Paris
201062,Honoré,Guillou,31/05/1994,F,MGMT,Country Manager,81600,06/08/2016,08/02/2017,Terminated,Layoff,3,4,Paris
201063,Alfred,Blot,27/06/1984,F,RD,R&D Manager,100980,10/09/2016,,Active,,4,3,Paris
201064,Adèle,Leclercq,08/12/1975,M,SALES,Regional Director,46920,26/09/2016,26/10/2016,Terminated,Retirement,4,3,Milan
201065,Hermann Josef,Grein Groth,03/10/1975,M,IT,Cloud Engineer,86700,27/08/2016,02/04/2019,Terminated,Resignation,4,3,Milan
201066,Lucie,Leleu,09/04/1996,M,HR,Talent Acquisition Specialist,68340,15/08/2016,,Active,,4,5,Paris
201067,Noël,Perrier,13/09/1996,M,MGMT,Executive Director,82620,02/09/2016,23/06/2021,Terminated,Retirement,3,5,Paris
201068,Alphonse,Clerc,15/03/1978,F,RD,Senior Engineer,110160,19/09/2016,16/02/2020,Terminated,Layoff,4,3,Paris
201069,Zeljko,Rust,28/08/1984,M,RD,Software Engineer,112200,12/10/2016,09/05/2018,Terminated,Layoff,4,3,Paris
201070,Fortunata,Pincherle,07/04/2000,M,SALES,Business Developer,54060,07/09/2016,08/05/2024,Terminated,Resignation,4,3,Milan
201071,Nico,Marcacci,05/04/1989,M,IT,IT Technician,70380,01/10/2016,,Active,,4,4,Milan
201072,Sükrü,Rosemann,10/06/1990,F,OPS,Supply Chain Specialist,51000,07/10/2016,,Active,,3,3,Berlin
201073,Bernard,Descamps,25/07/1986,M,HR,L&D Specialist,55080,06/10/2016,03/02/2021,Terminated,Resignation,3,2,Paris
201074,Laure,Faivre,14/03/1982,M,MGMT,Department Director,81600,08/10/2016,,Active,,2,3,Paris
201075,Marie,Camus,22/05/1986,M,RD,Data Scientist,75480,05/11/2016,,Active,,2,4,Paris
201076,Bruno,Basso,28/10/1979,M,SALES,Business Developer,54060,19/10/2016,,Active,,3,4,Milan
201077,Reginald,Walter,03/05/1993,M,IT,IT Manager,77520,24/10/2016,11/02/2024,Terminated,Other,4,4,Milan
201078,Gertraut,Roht,13/10/1997,M,OPS,Operations Manager,48960,29/10/2016,,Active,,2,3,Berlin
201079,Charlotte,Blondel,29/06/1980,F,HR,HR Director,42840,31/10/2016,,Active,,3,4,Paris
201080,Claudine,Georges,15/12/1993,M,MGMT,General Manager,127500,31/10/2016,,Active,,4,5,Paris
201081,Frédéric,Morel,05/02/1979,M,RD,Software Engineer,66300,27/11/2016,07/11/2020,Terminated,Layoff,2,3,Paris
201082,Alessandro,Turci,30/05/1973,F,SALES,Sales Manager,99960,14/12/2016,08/04/2017,Terminated,Resignation,3,2,Milan
201083,Hélène,Langlois,01/08/1985,F,IT,Systems Administrator,77520,17/11/2016,11/10/2022,Terminated,Resignation,3,5,Milan
201084,Lieselotte,Gunpf,25/08/1979,F,OPS,Supply Chain Specialist,41820,01/12/2016,07/11/2020,Terminated,Other,3,5,Berlin
201085,Hugues,Martel,29/07/1986,F,ADMIN,Executive Assistant,42840,19/11/2016,,Active,,3,3,Paris
201086,Robert,Durand,27/09/1992,M,MGMT,Department Director,135660,08/12/2016,03/04/2020,Terminated,Layoff,4,4,Paris
201087,Charles,Perrin,10/08/1997,M,RD,Research Scientist,140000,03/01/2017,,Active,,1,4,Paris
201088,Lisa,Giacconi,04/10/1975,F,SALES,Regional Director,64260,21/12/2016,,Active,,4,5,Milan
201089,Nicole,Colas,15/01/1996,M,MGMT,General Manager,126880,06/01/2017,,Active,,3,3,Paris
201090,Valentine,Giraud,24/07/1983,M,RD,Lead Engineer,74880,14/02/2017,31/03/2020,Terminated,Layoff,2,4,Paris
201091,Christiane,Mathieu,23/11/1979,M,RD,R&D Manager,71760,20/02/2017,23/04/2025,Terminated,Resignation,3,3,Paris
201092,Orazio,Tomasini,08/03/1991,F,SALES,Business Developer,99840,13/01/2017,31/12/2020,Terminated,Resignation,4,4,Milan
201093,Sonia,Luciani,28/11/1971,F,IT,Cloud Engineer,99840,24/02/2017,,Active,,2,3,Milan
201094,Roman,Textor,29/06/1973,M,OPS,Logistics Coordinator,58240,05/02/2017,26/08/2019,Terminated,Layoff,4,4,Berlin
201095,Aimée,Schneider,11/03/1972,M,MGMT,General Manager,132080,07/02/2017,20/12/2022,Terminated,Layoff,3,5,Paris
201096,Dursun,Hahn,17/01/1991,M,RD,ML Engineer,127920,06/04/2017,08/01/2020,Terminated,Resignation,2,4,Paris
201097,Agnolo,Gravina,10/04/1974,F,SALES,Sales Representative,81120,19/02/2017,,Active,,3,3,Milan
201098,Ottone,Padovano,28/06/1988,M,IT,Cloud Engineer,52000,11/04/2017,16/10/2021,Terminated,Layoff,3,1,Milan
201099,Lilija,Schmiedecke,11/04/1990,F,OPS,Production Supervisor,70000,25/02/2017,,Active,,3,4,Berlin
201100,Éric,Wagner,15/04/1994,M,ADMIN,Administrative Coordinator,52000,30/03/2017,,Active,,3,3,Paris
201101,Alex,Petit,11/12/1970,M,MGMT,General Manager,134160,16/03/2017,,Active,,4,2,Paris
201102,Éléonore,Raymond,29/05/1991,M,RD,Data Scientist,109200,05/04/2017,14/05/2024,Terminated,Resignation,3,5,Paris
201103,Romeo,Tosto,12/12/1984,F,SALES,Sales Representative,96720,09/04/2017,09/11/2018,Terminated,Resignation,2,3,Milan
201104,Massimo,Piccio,15/08/1995,M,IT,Security Analyst,68640,25/03/2017,,Active,,4,3,Milan
201105,Gerhild,Seifert,28/10/1993,M,OPS,Operations Analyst,64480,21/04/2017,,Active,,3,5,Berlin
201106,Michel,Dos Santos,07/11/1984,M,MGMT,General Manager,101920,28/03/2017,12/04/2020,Terminated,Resignation,4,3,Paris
201107,Daniel,Masson,21/06/1985,M,RD,Lead Engineer,96720,10/05/2017,08/02/2020,Terminated,Layoff,3,5,Paris
201108,Leonhard,Seifert,23/01/1992,F,SALES,Sales Representative,50960,11/05/2017,,Active,,4,3,Milan
201109,Maria,Trapanese,23/11/1990,M,IT,Systems Administrator,53040,31/05/2017,,Active,,4,1,Milan
201110,Grazyna,Kabus,19/08/1986,M,RD,Research Scientist,133120,18/05/2017,08/09/2020,Terminated,Resignation,3,4,Paris
201111,Christiane,Benard,06/05/1995,F,RD,R&D Manager,84240,17/06/2017,07/04/2019,Terminated,Retirement,2,5,Paris
201112,Bianca,Argurio,22/11/1988,M,SALES,Business Developer,79040,14/06/2017,16/04/2022,Terminated,Retirement,4,4,Milan
201113,Pierpaolo,Ramazzotti,22/11/1994,M,IT,Network Engineer,64480,29/06/2017,13/11/2023,Terminated,Layoff,2,3,Milan
201114,Milan,Seifert,26/10/1999,M,OPS,Operations Manager,60320,11/06/2017,11/09/2019,Terminated,Layoff,3,4,Berlin
201115,Jeanne,Noël,23/04/1972,M,ADMIN,Office Manager,57200,24/06/2017,11/04/2018,Terminated,Layoff,4,3,Paris
201116,Pierre,Deschamps,22/02/1991,F,MGMT,VP Operations,122720,27/05/2017,26/12/2020,Terminated,Layoff,3,3,Paris
201117,Astrid,Mahe,15/12/2000,F,RD,Research Scientist,78000,21/06/2017,20/08/2021,Terminated,Resignation,3,3,Paris
201118,Raffaello,Favata,15/08/1980,F,SALES,Business Developer,55120,07/06/2017,08/01/2021,Terminated,Layoff,2,4,Milan
201119,Agnolo,Berrè,19/01/1980,F,IT,Network Engineer,80080,10/07/2017,,Active,,3,3,Milan
201120,Stefan,Grein Groth,30/10/1999,M,OPS,Process Engineer,46800,25/06/2017,24/08/2023,Terminated,Retirement,3,2,Berlin
201121,Timothée,Ruiz,09/09/1974,F,MGMT,General Manager,83200,29/06/2017,22/08/2018,Terminated,Retirement,3,4,Paris
201122,Martine,Ferreira,04/01/1989,M,RD,Software Engineer,85280,09/07/2017,22/07/2019,Terminated,Resignation,3,4,Paris
201123,Corrado,Caboto,13/02/1976,M,SALES,Sales Representative,98800,06/08/2017,30/08/2021,Terminated,Retirement,3,4,Milan
201124,Maura,Sforza,12/11/1980,F,IT,Cloud Engineer,76960,26/08/2017,,Active,,4,4,Milan
201125,Almut,Otto,07/07/1971,M,OPS,Operations Manager,64480,14/07/2017,,Active,,4,3,Berlin
201126,Margaux,Vallet,17/08/2000,F,MGMT,General Manager,140000,03/07/2017,,Active,,3,4,Paris
201127,Margot,De Sousa,27/08/1987,F,RD,Data Scientist,97760,28/08/2017,,Active,,2,5,Paris
201128,Brigitte,Delahaye,19/03/1986,F,SALES,Business Developer,62400,30/08/2017,24/08/2023,Terminated,Resignation,2,4,Milan
201129,Lando,Finzi,22/07/1983,M,IT,IT Technician,84240,20/08/2017,04/02/2021,Terminated,Resignation,2,3,Milan
201130,Nikolas,Ziegert,06/11/1990,F,OPS,Process Engineer,44720,15/08/2017,05/09/2020,Terminated,Resignation,3,3,Berlin
201131,Francesca,Hamann,01/10/1999,F,HR,L&D Specialist,70000,31/08/2017,22/02/2020,Terminated,Layoff,3,4,Paris
201132,Gabriel,Meunier,24/01/1987,F,RD,ML Engineer,140000,01/11/2017,27/02/2025,Terminated,Layoff,1,4,Paris
201133,Jaroslav,Klapp,16/09/1977,M,SALES,Sales Representative,71760,21/10/2017,07/09/2019,Terminated,Resignation,3,2,Milan
201134,Martino,Mortati,19/07/1996,M,IT,Systems Administrator,71760,07/10/2017,31/07/2021,Terminated,Resignation,4,2,Milan
201135,Lucia,Hecker,15/11/1984,F,OPS,Operations Analyst,53040,11/09/2017,,Active,,4,5,Berlin
201136,Virginie,Bertrand,25/09/1997,M,RD,Software Engineer,136240,18/11/2017,,Active,,3,4,Paris
201137,Théophile,Gautier,04/04/1983,M,RD,ML Engineer,130000,29/10/2017,08/02/2019,Terminated,Layoff,3,3,Paris
201138,Guarino,Galilei,19/11/1989,F,SALES,Sales Representative,100000,06/12/2017,,Active,,4,4,Milan
201139,Ruggero,Versace,17/02/1972,F,IT,Network Engineer,56160,24/10/2017,05/06/2021,Terminated,Resignation,2,1,Milan
201140,Tatjana,Franke,19/10/1970,F,OPS,Supply Chain Specialist,66560,07/11/2017,,Active,,3,3,Berlin
201141,Donald,Davis,03/08/1988,M,RD,R&D Manager,87360,14/12/2017,05/03/2020,Terminated,Layoff,3,5,Paris
201142,Milena,Emanuelli,25/01/1999,M,SALES,Business Developer,56160,10/12/2017,,Active,,2,5,Milan
201143,Aimé,Michel,22/10/2000,M,IT,Systems Administrator,99840,29/12/2017,,Active,,4,3,Milan
201144,Timothée,Barthelemy,17/11/1974,M,OPS,Production Supervisor,47840,29/12/2017,04/10/2021,Terminated,Resignation,2,3,Berlin
201145,Antoinette,Robin,04/11/1980,F,MGMT,VP Operations,81120,27/12/2017,,Active,,3,4,Paris
201146,Mariano,Ceschi,20/06/1990,M,RD,ML Engineer,138860,15/01/2018,26/01/2021,Terminated,Resignation,3,4,Paris
201147,Maura,Vigorelli,05/10/1982,M,SALES,Sales Manager,48760,19/01/2018,,Active,,4,4,Milan
201148,Napoleone,Nitti,13/09/1989,M,IT,Security Analyst,55120,09/12/2017,16/07/2019,Terminated,Resignation,4,3,Milan
201149,Muharrem,Steckel,10/05/1974,F,OPS,Process Engineer,62540,14/01/2018,27/05/2021,Terminated,Resignation,4,3,Berlin
201150,Émilie,Sauvage,25/02/1980,F,ADMIN,Receptionist,54060,18/01/2018,,Active,,3,4,Paris
201151,Noël,Masse,25/12/1978,F,MGMT,General Manager,89440,29/12/2017,,Active,,4,5,Paris
201152,Olivier,Léger,05/04/1977,M,RD,Lead Engineer,124020,26/01/2018,14/09/2021,Terminated,Retirement,3,3,Paris
201153,Clelia,Blasi,19/09/1981,F,SALES,Sales Manager,78440,25/01/2018,24/01/2020,Terminated,Other,4,3,Milan
201154,Ermes,Proietti,02/07/1975,M,IT,Systems Administrator,55120,09/03/2018,,Active,,4,3,Milan
201155,Natalie,Dixon,25/12/1980,M,OPS,Operations Manager,40280,08/03/2018,,Active,,4,3,Berlin
201156,Margot,Besnard,21/01/1996,F,ADMIN,Receptionist,39220,21/01/2018,,Active,,3,5,Paris
201157,Erika,Maxwell,20/03/1998,M,MGMT,General Manager,108120,06/02/2018,,Active,,2,5,Paris
201158,Fritz,Hettner,13/03/1998,F,OPS,Production Supervisor,50880,04/02/2018,,Active,,1,1,Berlin
201159,Annelies,Matthäi,30/10/1974,M,OPS,Process Engineer,62540,03/08/2018,,Active,,4,3,Berlin
201160,Klaus-Günter,Jacobi Jäckel,10/06/1977,M,OPS,Logistics Coordinator,47700,30/09/2018,,Active,,3,3,Berlin
201161,Adriane,Henck,10/09/1996,F,OPS,Operations Analyst,57240,25/04/2018,26/09/2018,Terminated,Resignation,3,1,Berlin
201162,Herma,Dehmel,11/08/1971,M,OPS,Operations Analyst,57240,17/04/2018,,Active,,3,5,Berlin
201163,Wolf-Dieter,Schaaf,27/08/1985,M,OPS,Operations Manager,66780,06/01/2018,30/11/2024,Terminated,Layoff,4,3,Berlin
201164,Hanny,Börner,10/11/1984,F,OPS,Production Supervisor,70000,19/02/2018,28/06/2025,Terminated,Resignation,1,3,Berlin
201165,Danielle,Lesage,06/01/1977,M,OPS,Supply Chain Specialist,43460,10/07/2018,08/01/2021,Terminated,Resignation,2,4,Berlin
201166,Karl-Heinz,Hoffmann,28/09/1989,M,OPS,Process Engineer,44520,17/09/2018,,Active,,2,3,Berlin
201167,Hajo,Anders,19/01/1987,F,OPS,Process Engineer,44520,12/09/2018,24/09/2020,Terminated,Resignation,2,3,Berlin
201168,Sibylla,Hübel,13/06/1983,F,OPS,Operations Analyst,70000,22/04/2018,23/12/2019,Terminated,Retirement,3,3,Berlin
201169,Frederick,Bean,28/03/1974,F,OPS,Production Supervisor,41340,14/04/2018,,Active,,3,5,Berlin
201170,Patrick,Stevens,21/04/1972,F,OPS,Operations Analyst,48760,08/09/2018,,Active,,3,1,Berlin
201171,Constanze,Lindner,07/12/1998,F,OPS,Supply Chain Specialist,43460,20/05/2018,,Active,,3,5,Berlin
201172,Steve,Pölitz,20/04/1982,F,OPS,Production Supervisor,61480,19/05/2018,30/06/2023,Terminated,Layoff,4,3,Berlin
201173,Annelene,Schmiedt,20/06/1972,F,OPS,Logistics Coordinator,67840,12/08/2018,,Active,,4,5,Berlin
201174,Sigismund,Stumpf,31/08/1979,M,OPS,Supply Chain Specialist,64660,07/01/2018,,Active,,4,4,Berlin
201175,Roland,Dobes,14/07/1984,M,OPS,Supply Chain Specialist,59360,10/08/2018,10/12/2018,Terminated,Retirement,3,5,Berlin
201176,Heidemarie,Mans,06/12/1997,F,OPS,Operations Manager,68900,23/03/2018,03/06/2024,Terminated,Resignation,3,3,Berlin
201177,Magdalene,Riehl,12/08/1987,F,OPS,Logistics Coordinator,70000,19/07/2018,18/05/2020,Terminated,Resignation,3,5,Berlin
201178,Nurettin,Mühle,09/06/1977,F,OPS,Operations Analyst,50880,11/02/2018,19/10/2018,Terminated,Resignation,3,3,Berlin
201179,Adelinde,Kranz,30/05/1998,F,OPS,Operations Analyst,53000,29/03/2018,22/10/2020,Terminated,Resignation,4,3,Berlin
201180,Rose-Marie,Geisler,28/06/1977,M,OPS,Production Supervisor,59360,11/05/2018,04/04/2023,Terminated,Resignation,3,3,Berlin
201181,Recep,Kraushaar,31/10/1986,F,OPS,Operations Analyst,36040,10/02/2018,16/02/2018,Terminated,Resignation,3,3,Berlin
201182,Tracy,Dominguez,16/12/1971,F,OPS,Production Supervisor,61480,22/07/2018,,Active,,3,5,Berlin
201183,Nurten,Röhrdanz,27/07/1998,F,OPS,Supply Chain Specialist,65720,15/09/2018,,Active,,3,4,Berlin
201184,Stefan,Schmidtke,10/01/1989,M,OPS,Operations Analyst,36040,12/03/2018,27/09/2023,Terminated,Resignation,1,3,Berlin
201185,Kata,Heß,04/07/1983,M,OPS,Production Supervisor,40280,30/05/2018,17/10/2024,Terminated,Resignation,4,3,Berlin
201186,Donato,Ramazzotti,30/10/1993,M,OPS,Production Supervisor,33920,07/04/2018,,Active,,4,4,Berlin
201187,Andreas,Scheibe,05/11/1986,F,OPS,Operations Manager,38160,13/07/2018,21/03/2020,Terminated,Other,3,3,Berlin
201188,Timothée,Nicolas,15/08/1973,F,OPS,Logistics Coordinator,66780,06/03/2018,,Active,,4,2,Berlin
201189,Leo,Hölzenbecher,22/10/2000,F,OPS,Operations Manager,44520,22/09/2018,09/09/2021,Terminated,Retirement,2,5,Berlin
201190,Theo,Pergande,17/02/1974,F,OPS,Production Supervisor,39220,06/05/2018,,Active,,4,3,Berlin
201191,Ortrun,Margraf,20/06/2000,M,OPS,Supply Chain Specialist,53000,30/07/2018,,Active,,4,3,Berlin
201192,Hanne,Rosenow,04/04/1976,F,OPS,Supply Chain Specialist,43460,03/01/2018,,Active,,3,2,Berlin
201193,Aloys,Rust,12/02/1988,M,OPS,Logistics Coordinator,34980,10/08/2018,05/07/2019,Terminated,Layoff,2,3,Berlin
201194,Cornelius,Kraushaar,23/04/1993,F,OPS,Process Engineer,34980,13/08/2018,26/11/2018,Terminated,Other,2,5,Berlin
201195,Maxim,Köster,22/04/1999,F,OPS,Logistics Coordinator,59360,24/08/2018,,Active,,3,4,Berlin
201196,Gerlinde,Hethur,26/04/1993,M,OPS,Supply Chain Specialist,55120,01/02/2018,,Active,,3,2,Berlin
201197,Dora,Dörschner,15/10/1983,F,OPS,Operations Analyst,70000,22/05/2018,19/05/2019,Terminated,Layoff,4,4,Berlin
201198,Niklas,Klemm,28/05/1976,F,OPS,Operations Manager,55120,13/02/2018,,Active,,4,5,Berlin
201199,Gabor,Ebert,14/12/1989,F,OPS,Supply Chain Specialist,70000,26/07/2018,13/06/2020,Terminated,Resignation,4,5,Berlin
201200,Tilmann,Thanel,27/11/1980,F,OPS,Process Engineer,70000,13/02/2018,12/04/2018,Terminated,Resignation,3,5,Berlin
201201,Sevim,Fechner,19/08/1987,F,OPS,Operations Manager,70000,29/05/2018,30/01/2025,Terminated,Retirement,4,1,Berlin
201202,Édith,Fontaine,17/10/1977,M,OPS,Operations Manager,44520,04/08/2018,23/01/2024,Terminated,Resignation,3,4,Berlin
201203,Guenter,Biggen,07/03/1978,F,OPS,Supply Chain Specialist,66780,16/05/2018,23/03/2023,Terminated,Resignation,4,3,Berlin
201204,Aenne,Rust,13/12/1971,F,OPS,Logistics Coordinator,55120,16/04/2018,24/02/2021,Terminated,Resignation,3,5,Berlin
201205,Klaus-Ulrich,Karz,09/09/1985,F,OPS,Logistics Coordinator,66780,03/08/2018,04/05/2020,Terminated,Resignation,3,2,Berlin
201206,Kayla,Lee,01/08/1974,M,OPS,Logistics Coordinator,61480,26/02/2018,02/09/2019,Terminated,Retirement,4,3,Berlin
201207,Ole,Davids,16/07/1997,M,OPS,Operations Manager,39220,17/09/2018,,Active,,3,5,Berlin
